date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:59	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-62788647edd65%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:37:00	202744/202744	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267410dc7-317f8%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:37:00	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dc7-e05cf%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.9)
14:37:00	83256/83256	---M--	200	added ('OK')	image/jpeg	etag:%2263af3d47-14538%22	https://toutvin.com.br/wp-content/uploads/2022/12/bg4.jpg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2022/12/bg4.jpg	(from https://toutvin.com.br/wp-content/uploads/elementor/css/post-515.css?ver=1736797964)
14:37:00	56610/56610	---M--	200	added ('OK')	image/jpeg	etag:%2263b5e6ea-dd22%22	https://toutvin.com.br/wp-content/uploads/2023/01/bgsecao2b.jpg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/bgsecao2b.jpg	(from https://toutvin.com.br/wp-content/uploads/elementor/css/post-515.css?ver=1736797964)
14:37:01	40454/40454	---M--	200	added ('OK')	image/jpeg	etag:%2263b5eedf-9e06%22	https://toutvin.com.br/wp-content/uploads/2023/01/bgmobile.jpg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/uploads/2023/01/bgmobile.jpg	(from https://toutvin.com.br/wp-content/uploads/elementor/css/post-515.css?ver=1736797964)
14:37:01	134684/134684	---M--	200	added ('OK')	font/woff2	etag:%2267410dd2-20e1c%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.14.0)
14:37:01	322828/322828	---M--	200	added ('OK')	font/woff	etag:%2267410dd2-4ed0c%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.14.0)
14:37:01	873623/873623	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dd2-d5497%22	https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://toutvin.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.14.0)
14:37:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-62788647e8775%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:37:02	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2267410dc7-12d68%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:37:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-62788647e8775%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:37:02	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2267410dc7-17ee8%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:37:03	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267410dc7-286ac%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:37:04	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267410dc7-6c7db%22	https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Meus%20Sites/VInhos/toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://toutvin.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
